SQUAREID,LINESET,NR_UBICAZIONI
6268,DG1056620,21
6279,DG1002020,11
6280,DG1002020,15
6283,DG1002020,34
6284,DG1002020,6
6298,DG1012821,2
6299,DG1012821,76
6300,DG1012821,3
6302,DG1012822,1
6303,DG1012822,2
6303,DG1012823,4
6338,DG1011523,1
6339,DG1011523,1
6340,DG1011523,1
6341,DG1011523,11
6342,DG1011520,26
6342,DG1011523,356
6342,DG1011524,23
6343,DG1011520,61
6343,DG1011523,57
6343,DG1011524,47
6344,DG1011524,20
6346,DG1011524,20
6347,DG1011524,1
6365,DG1011620,2
6366,DG1011620,40
6367,DG1011620,13
6368,DG1011620,41
6369,DG1011620,54
6369,DG1011627,42
6370,DG1011627,40
6371,DG1011627,29
6372,DG1011627,222
6373,DG1011627,294
6374,DG1011627,102
6375,DG1011627,203
6376,DG1011627,27
6378,DG1011626,16
6379,DG1011626,113
6382,DG1011626,25
6383,DG1011626,158
6384,DG1056620,80
6385,DG1056620,103
6386,DG1056620,1
6401,DG1002020,36
6402,DG1002020,1
6415,DG1012821,4
6416,DG1012821,65
6417,DG1012821,27
6418,DG1012821,83
6419,DG1012822,67
6420,DG1012822,16
6457,DG1011523,1
6458,DG1011523,12
6459,DG1011523,23
6460,DG1011523,7
6460,DG1011524,10
6461,DG1011524,8
6462,DG1011524,3
6482,DG1011620,2
6483,DG1011620,135
6484,DG1011620,6
6485,DG1011620,35
6486,DG1011620,283
6486,DG1011627,7
6487,DG1011627,105
6488,DG1011627,29
6489,DG1011627,20
6490,DG1011627,155
6492,DG1011627,1
6493,DG1011627,1
6494,DG1011626,1
6494,DG1011627,29
6495,DG1011626,14
6495,DG1011627,8
6496,DG1011626,11
6497,DG1011626,46
6501,DG1056620,261
6502,DG1056620,18
6533,DG1012821,46
6534,DG1012821,92
6534,DG1012822,116
6535,DG1012821,12
6535,DG1012822,201
6536,DG1012822,79
6577,DG1011523,21
6578,DG1011522,18
6578,DG1011523,14
6596,DG1011622,15
6596,DG1022320,4
6597,DG1022320,82
6598,DG1011620,2
6599,DG1011620,21
6600,DG1011620,477
6601,DG1011620,17
6602,DG1011620,13
6603,DG1011620,49
6604,DG1011627,74
6605,DG1011627,22
6608,DG1011627,24
6611,DG1011626,7
6612,DG1011626,670
6613,DG1011626,24
6614,DG1011626,81
6615,DG1011626,1
6616,DG1011626,1
6617,DG1011626,21
6618,DG1056620,23
6619,DG1056620,8
6620,DG1056620,4
6649,DG1012822,14
6650,DG1012822,16
6651,DG1012822,10
6652,DG1012822,96
6653,DG1012822,176
6654,DG1012822,36
6694,DG1011523,17
6695,DG1011522,109
6696,DG1011522,82
6696,DG1011523,1
6697,DG1011522,7
6713,DG1011622,28
6713,DG1022320,1
6714,DG1011622,1
6714,DG1022320,79
6715,DG1011622,82
6717,DG1011620,35
6718,DG1011620,13
6720,DG1011620,7
6721,DG1011627,2
6722,DG1011627,9
6724,DG1011626,3
6726,DG1011626,10
6727,DG1011626,16
6729,DG1011626,6
6730,DG1011626,271
6731,DG1011626,104
6732,DG1011626,243
6737,DG1056620,143
6766,DG1012822,4
6771,DG1012822,28
6772,DG1012822,14
6810,DG1011523,1
6813,DG1011522,1
6813,DG1011523,11
6814,DG1011522,4
6814,DG1011523,12
6815,DG1011523,23
6831,DG1011622,5
6832,DG1011622,4
6838,DG1011620,4
6840,DG1011624,46
6840,DG1011626,11
6841,DG1011626,149
6842,DG1011626,37
6843,DG1011626,13
6844,DG1011626,2
6845,DG1011626,25
6847,DG1011626,2
6848,DG1011626,53
6849,DG1011626,177
6854,DG1056620,11
6882,DG1012822,9
6883,DG1012822,1
6889,DG1012822,1
6927,DG1011523,1
6931,DG1011523,3
6932,DG1011523,40
6948,DG1011622,6
6949,DG1011622,38
6955,DG1011625,4
6955,DG1011629,3
6956,DG1011624,4
6957,DG1011624,33
6959,DG1011626,2
6961,DG1011626,5
6962,DG1011626,11
6963,DG1011626,3
6964,DG1011626,24
6965,DG1011626,4
6966,DG1011626,3
6966,DG1056620,1
6967,DG1056620,4
6968,DG1056620,13
6970,DG1056620,27
6971,DG1056620,33
6997,DG1012822,10
6998,DG1012822,185
6999,DG1012822,27
7018,DG1099207,7
7049,DG1011522,43
7049,DG1011523,100
7066,DG1011622,276
7067,DG1011622,51
7073,DG1011624,1
7074,DG1011624,5
7075,DG1011624,1
7080,DG1011626,14
7081,DG1011626,9
7082,DG1056620,2
7083,DG1056620,128
7084,DG1056620,8
7085,DG1056620,51
7087,DG1056620,27
7088,DG1056620,34
7114,DG1012822,8
7115,DG1012822,95
7135,DG1099206,1
7135,DG1099207,48
7136,DG1099207,39
7137,DG1099207,1
7165,DG1011524,2
7166,DG1001321,36
7166,DG1011522,52
7166,DG1011523,128
7166,DG1011524,56
7167,DG1001321,12
7167,DG1011522,6
7167,DG1011523,6
7181,DG1011622,1
7182,DG1011622,22
7183,DG1011621,27
7183,DG1011622,41
7184,DG1011621,62
7184,DG1011622,28
7187,DG1011622,2
7190,DG1011623,1
7191,DG1011624,26
7192,DG1011624,2
7193,DG1011624,2
7200,DG1056620,10
7201,DG1056620,24
7202,DG1056620,246
7203,DG1056620,13
7204,DG1056620,198
7205,DG1056620,120
7228,DG1012822,9
7229,DG1012822,3
7230,DG1012822,2
7251,DG1099206,79
7252,DG1099206,23
7264,DG1099502,3
7282,DG1011524,7
7283,DG1001321,32
7283,DG1011524,57
7284,DG1001321,12
7284,DG1001324,4
7298,DG1011622,6
7299,DG1011622,197
7300,DG1011622,2
7301,DG1011621,4
7301,DG1011622,18
7302,DG1011621,3
7304,DG1011622,1
7310,DG1011623,3
7310,DG1011624,1
7319,DG1056620,4
7320,DG1056620,112
7321,DG1056620,24
7324,DG1056620,43
7325,DG1056620,1
7345,DG1012822,5
7368,DG1099206,2
7398,DG1011524,1
7399,DG1011524,5
7401,DG1001321,46
7401,DG1001324,16
7402,DG1001324,8
7415,DG1011622,32
7416,DG1011622,55
7417,DG1011621,1
7418,DG1011621,30
7418,DG1011622,33
7419,DG1011622,19
7425,DG1011623,1
7426,DG1011623,1
7427,DG1011623,1
7438,DG1056620,5
7439,DG1056620,108
7440,DG1056620,5
7441,DG1056620,117
7498,DG1012723,18
7499,DG1012723,84
7500,DG1012723,6
7501,DG1012723,4
7532,DG1011622,70
7533,DG1011622,54
7534,DG1011622,73
7535,DG1011621,4
7535,DG1011622,12
7536,DG1011622,44
7537,DG1011622,1
7543,DG1011623,149
7544,DG1011623,380
7545,DG1011623,29
7545,DG1099103,1
7546,DG1099103,1
7556,DG1056620,16
7557,DG1056620,87
7558,DG1056620,3
7569,DG1056621,4
7616,DG1012723,7
7617,DG1012723,2
7618,DG1012723,6
7621,DG1012723,1
7636,DG1001324,1
7649,DG1011622,2
7650,DG1011622,175
7651,DG1011622,93
7652,DG1011621,16
7652,DG1011622,2
7653,DG1011622,13
7654,DG1011622,87
7660,DG1011623,12
7661,DG1011623,4
7663,DG1099103,2
7673,DG1056620,8
7674,DG1056620,49
7675,DG1056620,97
7676,DG1056620,11
7685,DG1056621,1
7686,DG1056621,42
7737,DG1012723,12
7738,DG1012723,52
7739,DG1012723,3
7766,DG1011622,1
7767,DG1011622,140
7768,DG1002125,88
7768,DG1011622,11
7769,DG1002125,32
7769,DG1011621,8
7770,DG1011621,7
7771,DG1011622,158
7772,DG1011622,5
7790,DG1056620,57
7791,DG1056620,222
7792,DG1056620,14
7795,DG1056620,1
7802,DG1056621,1
7811,DG1012221,3
7849,DG1012723,2
7855,DG1012723,2
7856,DG1012723,27
7884,DG1002125,2
7884,DG1011622,5
7885,DG1002125,257
7885,DG1011622,38
7886,DG1002125,27
7886,DG1011621,1
7887,DG1011622,22
7888,DG1011622,86
7889,DG1011622,7
7908,DG1056620,40
7909,DG1056620,5
7928,DG1012221,2
7973,DG1012723,1
7974,DG1012723,317
7975,DG1012723,70
7979,DG1012720,7
7979,DG1012724,2
7980,DG1012720,7
7987,DG1001324,7
7988,DG1001324,6
8001,DG1002125,236
8002,DG1002125,9
8003,DG1011621,2
8004,DG1011621,11
8005,DG1011621,75
8006,DG1011621,92
8031,DG1056620,3
8037,DG1056623,8
8038,DG1056623,51
8039,DG1056623,29
8040,DG1056623,8
8041,DG1012221,6
8041,DG1056623,3
8042,DG1012221,10
8092,DG1012723,297
8093,DG1012723,21
8095,DG1012724,55
8096,DG1012724,7
8097,DG1012720,39
8101,DG1001322,19
8101,DG1012720,19
8103,DG1001322,1
8104,DG1001324,2
8105,DG1001324,110
8117,DG1002125,6
8118,DG1002125,223
8119,DG1002125,5
8120,DG1002126,9
8121,DG1002122,5
8121,DG1002126,53
8121,DG1011621,93
8122,DG1011621,33
8123,DG1011621,16
8124,DG1011621,5
8140,DG1056620,1
8141,DG1056620,1
8145,DG1056626,1
8147,DG1056626,5
8148,DG1056626,28
8149,DG1056626,466
8150,DG1056626,68
8152,DG1056621,1
8153,DG1056624,34
8154,DG1056623,1
8154,DG1056624,82
8155,DG1056623,15
8155,DG1056624,676
8156,DG1056623,33
8156,DG1056624,7
8157,DG1012221,299
8157,DG1056623,1
8157,DG1056624,55
8158,DG1012221,126
8159,DG1012221,469
8160,DG1012221,89
8212,DG1012724,278
8213,DG1012720,23
8213,DG1012724,151
8214,DG1012720,260
8215,DG1012720,10
8216,DG1012720,3
8217,DG1012720,15
8222,DG1001324,39
8234,DG1002125,129
8235,DG1002125,22
8236,DG1002125,2
8236,DG1002126,1
8237,DG1002126,53
8238,DG1000011,6
8238,DG1002122,48
8238,DG1011621,194
8239,DG1011621,56
8241,DG1011621,37
8242,DG1011621,73
8262,DG1056626,18
8263,DG1056626,29
8264,DG1056626,22
8265,DG1056626,21
8266,DG1056626,47
8267,DG1056626,281
8268,DG1056626,30
8270,DG1056624,9
8270,DG1056625,2
8270,DG1056696,2
8271,DG1056624,89
8272,DG1056624,119
8272,DG1056625,1
8276,DG1012221,22
8277,DG1012221,14
8328,DG1012721,33
8331,DG1012720,68
8332,DG1012720,121
8333,DG1012720,6
8334,DG1001322,300
8334,DG1012720,80
8335,DG1001322,68
8336,DG1001322,135
8337,DG1001322,137
8338,DG1001322,84
8339,DG1001322,140
8339,DG1001324,4
8340,DG1001324,3
8351,DG1002125,52
8353,DG1002126,187
8354,DG1002122,4
8355,DG1002122,47
8355,DG1011621,1
8356,DG1011621,4
8357,DG1011621,2
8358,DG1011621,9
8359,DG1011621,92
8361,DG1011621,3
8382,DG1056626,1
8383,DG1056626,7
8384,DG1056626,134
8385,DG1056626,468
8386,DG1056626,1
8388,DG1056624,16
8388,DG1056625,43
8389,DG1056625,9
8395,DG1012221,2
8444,DG1012721,5
8444,DG1012722,80
8445,DG1012721,158
8449,DG1012720,3
8450,DG1012720,79
8451,DG1001322,6
8452,DG1001322,1
8454,DG1001322,36
8455,DG1001322,136
8456,DG1001322,188
8456,DG1001324,26
8457,DG1001322,167
8457,DG1001324,170
8458,DG1001324,1
8469,DG1002126,4
8470,DG1002126,14
8471,DG1002122,129
8472,DG1002122,188
8472,DG1002128,1
8472,DG1011621,61
8473,DG1002128,1
8473,DG1011621,30
8474,DG1011621,325
8477,DG1011621,6
8500,DG1056626,1
8502,DG1056626,1
8503,DG1056626,4
8505,DG1056625,44
8512,DG1012223,3
8553,DG1012721,1
8554,DG1012721,9
8560,DG1012722,2
8561,DG1012721,5
8561,DG1012722,15
8562,DG1012721,6
8566,DG1012720,1
8576,DG1001320,3
8586,DG1002125,2
8586,DG1002126,81
8587,DG1002126,303
8588,DG1002122,31
8588,DG1002126,2
8589,DG1002122,6
8589,DG1002128,1
8590,DG1002128,1
8591,DG1011621,4
8592,DG1011621,1
8594,DG1011621,1
8621,DG1056625,2
8621,DG1056626,1
8622,DG1056625,31
8677,DG1012721,178
8677,DG1012722,89
8678,DG1012721,16
8692,DG1001320,3
8693,DG1001320,264
8693,DG1001323,26
8702,DG1002124,6
8703,DG1002125,1
8704,DG1002125,1
8704,DG1002126,256
8705,DG1002122,57
8705,DG1002128,1
8706,DG1002122,5
8706,DG1002128,1
8707,DG1002128,5
8708,DG1002128,6
8709,DG1002128,336
8710,DG1002128,97
8741,DG1056625,1
8791,DG1012721,57
8792,DG1012721,43
8793,DG1012721,3
8793,DG1012722,61
8794,DG1012721,108
8794,DG1012722,93
8810,DG1001320,2
8821,DG1002124,16
8821,DG1002125,1
8821,DG1002126,9
8822,DG1002124,2
8822,DG1002128,18
8823,DG1002128,21
8824,DG1002128,456
8825,DG1002128,31
8826,DG1002128,75
8828,DG1002128,2
8858,DG1056625,1
8859,DG1012220,15
8860,DG1012220,11
8862,DG1012220,2
8864,DG1001120,14
8871,DG1001124,4
8908,DG1012721,1
8909,DG1012721,190
8910,DG1012721,10
8911,DG1012721,1
8926,DG1001323,4
8929,DG1001320,2
8939,DG1002128,1
8940,DG1002128,1
8941,DG1002128,44
8942,DG1002128,33
8972,DG1056626,25
8977,DG1012220,2
8982,DG1001120,21
8983,DG1001120,60
8988,DG1001124,1
9025,DG1012721,1
9026,DG1012721,4
9027,DG1012721,5
9028,DG1012721,5
9041,DG1001323,12
9042,DG1001323,105
9043,DG1001323,100
9044,DG1001323,4
9056,DG1002128,11
9057,DG1002128,164
9058,DG1002121,1
9058,DG1002128,7
9059,DG1002128,48
9060,DG1002128,2
9089,DG1056626,8
9099,DG1001120,10
9100,DG1001120,4
9101,DG1001120,1
9104,DG1001124,2
9142,DG1012721,2
9144,DG1012721,3
9158,DG1001323,33
9160,DG1001323,3
9161,DG1001323,9
9165,DG1001320,1
9166,DG1001320,1
9173,DG1002128,47
9174,DG1002128,169
9175,DG1002121,99
9175,DG1002128,3
9176,DG1002121,114
9177,DG1002121,46
9217,DG1001120,8
9218,DG1001120,24
9218,DG1001121,13
9218,DG1001196,1
9221,DG1001124,4
9222,DG1001124,9
9274,DG1001323,39
9275,DG1001323,8
9288,DG1002120,1
9289,DG1002120,1
9290,DG1002120,71
9292,DG1002121,20
9292,DG1002128,3
9293,DG1002121,51
9294,DG1002121,4
9295,DG1002121,3
9296,DG1002121,53
9335,DG1001121,23
9335,DG1001125,111
9336,DG1001121,463
9336,DG1001124,54
9336,DG1001125,148
9336,DG1001126,41
9337,DG1001121,69
9337,DG1001124,1
9337,DG1001126,1
9338,DG1001124,1
9341,DG1001124,9
9342,DG1001124,2
9343,DG1001124,10
9390,DG1001323,168
9391,DG1001323,128
9402,DG1001320,133
9403,DG1001320,49
9404,DG1001320,104
9405,DG1002120,95
9406,DG1002120,100
9407,DG1002120,428
9408,DG1002120,5
9410,DG1002120,1
9411,DG1002120,243
9411,DG1002121,40
9412,DG1002120,48
9412,DG1002121,5
9413,DG1002121,162
9414,DG1002121,36
9418,DG1002121,4
9452,DG1001121,1
9453,DG1001121,131
9453,DG1001125,94
9453,DG1001126,9
9454,DG1001121,19
9454,DG1001126,3
9460,DG1001124,5
9461,DG1001124,2
9462,DG1001124,21
9463,DG1001124,32
9464,DG1001124,4
9465,DG1001124,1
9466,DG1001124,1
9496,DG1012721,2
9503,DG1001323,12
9504,DG1001323,118
9505,DG1001323,164
9506,DG1001323,164
9507,DG1001323,118
9508,DG1001323,4
9516,DG1001320,3
9519,DG1001320,2
9520,DG1001320,61
9521,DG1001320,90
9523,DG1002120,4
9524,DG1002120,19
9525,DG1002120,3
9526,DG1002120,188
9527,DG1002120,1
9529,DG1002120,59
9530,DG1002120,1
9530,DG1002121,174
9531,DG1002121,5
9535,DG1002121,10
9568,DG1001127,1
9570,DG1001125,102
9571,DG1001125,93
9583,DG1001124,1
9612,DG1012721,1
9613,DG1012721,2
9619,DG1001323,9
9622,DG1001323,4
9623,DG1001323,22
9632,DG1001320,2
9633,DG1001320,38
9634,DG1001320,91
9635,DG1001320,17
9636,DG1001320,1
9637,DG1001320,106
9641,DG1002120,3
9642,DG1002120,30
9643,DG1002120,72
9644,DG1002120,5
9645,DG1002120,1
9646,DG1002120,12
9647,DG1002120,209
9647,DG1002121,97
9649,DG1002121,3
9650,DG1002121,108
9651,DG1002121,7
9652,DG1002121,45
9653,DG1002121,2
9683,DG1001127,34
9684,DG1001127,4
9685,DG1001127,3
9686,DG1001127,1
9687,DG1001125,73
9688,DG1001125,57
9700,DG1001124,1
9754,DG1001320,2
9759,DG1002120,8
9760,DG1002120,178
9761,DG1002120,4
9762,DG1002120,7
9763,DG1002120,61
9764,DG1002120,249
9764,DG1002121,53
9765,DG1002121,126
9766,DG1002121,16
9767,DG1002121,118
9768,DG1002121,56
9769,DG1002121,48
9805,DG1001123,4
9872,DG1001320,33
9874,DG1001320,2
9877,DG1002120,28
9878,DG1002120,201
9879,DG1002120,34
9880,DG1002120,8
9880,DG1002121,1
9881,DG1002120,35
9881,DG1002121,49
9882,DG1002121,139
9884,DG1002121,3
9987,DG1001320,1
9988,DG1001320,100
9989,DG1001320,103
9990,DG1001320,17
9991,DG1001320,64
9992,DG1001320,7
9995,DG1002120,55
9996,DG1002120,2
9997,DG1002121,205
9998,DG1002121,449
9999,DG1002121,21
10000,DG1002121,1
10001,DG1002121,13
10004,DG1002121,7
10104,DG1001320,6
10105,DG1001320,114
10108,DG1099506,1
10109,DG1001320,4
10112,DG1002120,6
10113,DG1002120,4
10114,DG1002120,1
10114,DG1002121,18
10115,DG1002121,16
10116,DG1002121,1
10121,DG1002121,7
10155,DG1001125,12
10157,DG1001123,25
10157,DG1001125,124
10158,DG1001125,2
10222,DG1001320,55
10229,DG1002120,47
10230,DG1002120,236
10231,DG1002120,60
10232,DG1002121,1
10270,DG1001125,9
10271,DG1001125,3
10273,DG1001123,3
10274,DG1001123,142
10274,DG1001125,42
10275,DG1001123,2
10275,DG1001125,4
10280,DG1013505,5
10347,DG1002120,1
10348,DG1002120,1
10386,DG1001125,1
10387,DG1001125,2
10391,DG1001123,24
10392,DG1001125,86
10463,DG1002120,1
10465,DG1002121,24
10466,DG1002121,42
10508,DG1001125,2
10509,DG1001125,29
10510,DG1001125,114
10515,DG1013505,198
10516,DG1013505,155
10517,DG1013505,34
10519,DG1013505,2
10521,DG1013505,8
10582,DG1002121,4
10583,DG1002121,71
10621,DG1001125,1
10627,DG1001125,3
10628,DG1001125,112
10628,DG1013503,9
10629,DG1013503,50
10629,DG1013596,1
10631,DG1013504,1
10631,DG1013505,11
10632,DG1013505,173
10638,DG1013505,5
10705,DG1099111,5
10745,DG1013503,12
10746,DG1013503,345
10747,DG1013505,84
10748,DG1013504,21
10748,DG1013505,400
10749,DG1013504,5
10749,DG1013505,13
10750,DG1013504,9
10751,DG1013504,5
10752,DG1013504,1
10866,DG1013504,8
10867,DG1013504,7
10868,DG1013504,9
10980,DG1013503,11
10981,DG1013503,5
10982,DG1013503,1
10982,DG1013504,1
10983,DG1013504,5
10984,DG1013504,2
11097,DG1013503,1
11098,DG1013503,6
11099,DG1013503,3
